term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car(Aae)_down	Car(Aae)_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car(Aae)_down_adj_pvalue	Car(Aae)_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue 
GO:0016860	intramolecular oxidoreductase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.012390561138735668	1	1	1
GO:0043177	organic acid binding	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.013912708644294346	1	1	1
GO:0004733	pyridoxamine-phosphate oxidase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.014091749708575914	1	1	1
GO:0031177	phosphopantetheine binding	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.014696813948380514	1	1	1
GO:0016419	S-malonyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.014696813948380514	1	1	1
GO:0016420	malonyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.014696813948380514	1	1	1
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.014696813948380514	1	1	1
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.014696813948380514	1	1	1
GO:0016418	S-acetyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.014696813948380514	1	1	1
GO:0016971	flavin-linked sulfhydryl oxidase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.014696813948380514	1	1	1
GO:0031406	carboxylic acid binding	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.01948517810339107	1	1	1
GO:0046912	acyltransferase, acyl groups converted into alkyl on transfer	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.020887885998591815	1	1	1
GO:0003844	1,4-alpha-glucan branching enzyme activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.02350782986891231	1	0.038631541175520354	1
GO:0102752	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.02350782986891231	1	0.038631541175520354	1
GO:0016679	oxidoreductase activity, acting on diphenols and related substances as donors	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02569389103976708	1	1	1
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02569389103976708	1	1	1
GO:0016972	thiol oxidase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.025814739943586018	1	1	1
GO:0005534	galactose binding	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.026483316264157994	1	1	1
GO:0004453	juvenile-hormone esterase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.028001385550040597	1	1	1
GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.028179993290968052	1	1	1
GO:0004396	hexokinase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.029393540695049302	1	1	1
GO:0008865	fructokinase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.029393540695049302	1	1	1
GO:0004656	procollagen-proline 4-dioxygenase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.029893836476699465	1	1	1
GO:0019798	procollagen-proline dioxygenase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.029893836476699465	1	1	1
GO:0015035	protein-disulfide reductase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03103551587532654	1	1	1
GO:0031545	peptidyl-proline 4-dioxygenase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03163625333785687	1	1	1
GO:0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	1	1
GO:0031543	peptidyl-proline dioxygenase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	1	1
GO:0044105	L-xylulose reductase (NAD+) activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	0.022752801781149662	1
GO:0050038	L-xylulose reductase (NADP+) activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	0.022752801781149662	1
GO:0051920	peroxiredoxin activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	1	1
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	1	1
GO:0004556	alpha-amylase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	1	1
GO:0103025	alpha-amylase activity (releasing maltohexaose)	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	1	1
GO:0016160	amylase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03210918172088481	1	1	1
GO:0016209	antioxidant activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03254675915563609	1	1	1
GO:0004452	isopentenyl-diphosphate delta-isomerase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03254675915563609	1	1	1
GO:0004801	transaldolase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.03254675915563609	1	0.020796203827001078	1
GO:0035516	oxidative DNA demethylase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03688327899346433	1	1	1
GO:0035514	DNA demethylase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03688327899346433	1	1	1
GO:0004557	alpha-galactosidase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.03688327899346433	1	0.038834512247436316	1
GO:0061750	acid sphingomyelin phosphodiesterase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.038141764376592724	1	1	1
GO:0003756	protein disulfide isomerase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03968577055630762	1	1	1
GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03968577055630762	1	1	1
GO:0017174	glycine N-methyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03968577055630762	1	1	1
GO:0010349	L-galactose dehydrogenase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.04162147528653401	1	0.0037808143261176736	1
GO:0017040	N-acylsphingosine amidohydrolase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04162147528653401	1	1	1
GO:0102121	ceramidase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04162147528653401	1	1	1
GO:0008962	phosphatidylglycerophosphatase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04162147528653401	1	1	1
GO:0004341	gluconolactonase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.04162147528653401	1	0.0016301704657191707	1
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.041847634232099064	1	1	1
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04234633423253414	1	1	1
GO:0004505	phenylalanine 4-monooxygenase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04234633423253414	1	1	1
GO:0047992	hydroxylysine kinase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04234633423253414	1	1	1
GO:0004767	sphingomyelin phosphodiesterase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04234633423253414	1	1	1
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.04234633423253414	1	0.03343774508414361	1
GO:0004510	tryptophan 5-monooxygenase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04234633423253414	1	1	1
GO:0032934	sterol binding	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04234633423253414	1	1	1
GO:0005496	steroid binding	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04497798315299626	1	1	1
GO:0004133	glycogen debranching enzyme activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.04497798315299626	1	0.038834512247436316	1
GO:0102500	beta-maltose 4-alpha-glucanotransferase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.04497798315299626	1	0.038834512247436316	1
GO:0004134	4-alpha-glucanotransferase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.04497798315299626	1	0.038834512247436316	1
GO:0004135	amylo-alpha-1,6-glucosidase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.04497798315299626	1	0.038834512247436316	1
GO:0015036	disulfide oxidoreductase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04545533940979028	1	1	1
GO:0102758	very-long-chain enoyl-CoA reductase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.048571634165646096	1	1	1
GO:1901682	sulfur compound transmembrane transporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04919970402145721	1	1	1
GO:0004620	phospholipase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.04936578857457445	1	0.027716967143697528	1
GO:0018685	alkane 1-monooxygenase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.049749128327238774	1	1	1
GO:0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.049749128327238774	1	1	1
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.04991551337181135	1	1	1
GO:0008610	lipid biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.0004744511742868641	1	1	1
GO:0051156	glucose 6-phosphate metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.002599972610609562	1	0.0005439070061140219	1
GO:0030149	sphingolipid catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.003779878758200242	1	1	1
GO:0046466	membrane lipid catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.003779878758200242	1	1	1
GO:1901617	organic hydroxy compound biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.003779878758200242	1	0.034016181646754504	1
GO:0016486	peptide hormone processing	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.004002178808618313	1	1	1
GO:0140448	signaling receptor ligand precursor processing	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.004982916615583312	1	1	1
GO:0006098	pentose-phosphate shunt	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.005451872158504231	1	0.0009929711699735162	1
GO:0006465	signal peptide processing	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.0070250333590919254	1	1	1
GO:0046189	phenol-containing compound biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.007055755667710152	1	0.016771120877564775	1
GO:0006740	NADPH regeneration	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.007085173644399779	1	0.001238583410308898	1
GO:0005977	glycogen metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.00932739507262244	1	0.00002583011454313075	1
GO:0044042	glucan metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.00932739507262244	1	0.00002583011454313075	1
GO:0006073	cellular glucan metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.00932739507262244	1	0.00002583011454313075	1
GO:0006112	energy reserve metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.00932739507262244	1	0.00002583011454313075	1
GO:0061077	chaperone-mediated protein folding	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.010508522182239896	1	1	1
GO:0006672	ceramide metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.011052449116783372	1	1	1
GO:0016485	protein processing	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.01163335071383325	1	1	1
GO:0042438	melanin biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.011987537266389727	1	0.04152964032353468	1
GO:0006636	unsaturated fatty acid biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.012489277495217242	1	1	1
GO:0042445	hormone metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.013003466275119875	1	1	1
GO:0009250	glucan biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.014402551288582215	1	0.00525694196840781	1
GO:0005978	glycogen biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.014402551288582215	1	0.00525694196840781	1
GO:0006767	water-soluble vitamin metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.014402551288582215	1	0.0011398589342455276	1
GO:0033559	unsaturated fatty acid metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.015182168040594815	1	1	1
GO:0046693	sperm storage	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.015182168040594815	1	1	1
GO:0006739	NADP metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.01751623044927994	1	0.0035087200911393425	1
GO:0044264	cellular polysaccharide metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.01751623044927994	1	0.00009219839398381599	1
GO:0046514	ceramide catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.01751623044927994	1	1	1
GO:0042364	water-soluble vitamin biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.01751623044927994	1	0.019718708544253505	1
GO:0006457	protein folding	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.01939673740252966	1	1	1
GO:0005976	polysaccharide metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.019860959932359288	1	0.00011238535451833231	1
GO:0019407	hexitol catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.02032904342936492	1	0.007888930982994726	1
GO:0006060	sorbitol metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.02032904342936492	1	0.007888930982994726	1
GO:0042595	behavioral response to starvation	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02032904342936492	1	1	1
GO:0006062	sorbitol catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.02032904342936492	1	0.007888930982994726	1
GO:0006059	hexitol metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.02032904342936492	1	0.007888930982994726	1
GO:0007618	mating	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.020803700182167106	1	1	1
GO:0044706	multi-multicellular organism process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.022627376402549	1	1	1
GO:0007320	insemination	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.022627376402549	1	1	1
GO:0006766	vitamin metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.022627376402549	1	0.002501802762247451	1
GO:0009408	response to heat	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.022904455313099096	1	1	1
GO:0009110	vitamin biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.022904455313099096	1	0.02791807648128711	1
GO:0018958	phenol-containing compound metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02308087520642776	1	1	1
GO:0010817	regulation of hormone levels	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.023082592007213687	1	1	1
GO:0042759	long-chain fatty acid biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02590655943417949	1	1	1
GO:0045434	negative regulation of female receptivity, post-mating	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02590655943417949	1	1	1
GO:0008614	pyridoxine metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02802405764162235	1	1	1
GO:0008615	pyridoxine biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02802405764162235	1	1	1
GO:0042026	protein refolding	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02802405764162235	1	1	1
GO:0042435	indole-containing compound biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.02856940603839053	1	0.01725955196449855	1
GO:0060568	regulation of peptide hormone processing	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02878233102262484	1	1	1
GO:0060570	negative regulation of peptide hormone processing	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.02878233102262484	1	1	1
GO:0045454	cell redox homeostasis	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.028782932563201483	1	1	1
GO:0006084	acetyl-CoA metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03143529000174728	1	1	1
GO:0042823	pyridoxal phosphate biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03152049091687986	1	1	1
GO:0042822	pyridoxal phosphate metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03152049091687986	1	1	1
GO:0042819	vitamin B6 biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03152049091687986	1	1	1
GO:0007621	negative regulation of female receptivity	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03152049091687986	1	1	1
GO:0006582	melanin metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03152049091687986	1	1	1
GO:0006006	glucose metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.03152049091687986	1	0.010286382927833848	1
GO:0007620	copulation	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03241273060617605	1	1	1
GO:0051604	protein maturation	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03298172569519496	1	1	1
GO:0016107	sesquiterpenoid catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.033585721914308184	1	1	1
GO:0016115	terpenoid catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.033585721914308184	1	1	1
GO:0006719	juvenile hormone catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.033585721914308184	1	1	1
GO:0019405	alditol catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.033585721914308184	1	0.015859336153247007	1
GO:0042816	vitamin B6 metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03578312315245784	1	1	1
GO:0046184	aldehyde biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03578312315245784	1	1	1
GO:0042417	dopamine metabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.03827986655604871	1	1	1
GO:0033692	cellular polysaccharide biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.039352446923174744	1	0.019718708544253505	1
GO:0000271	polysaccharide biosynthetic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.039352446923174744	1	0.019718708544253505	1
GO:0050832	defense response to fungus	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.041990344118769674	1	1	1
GO:0042447	hormone catabolic process	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.044469501328210106	1	1	1
GO:0050878	regulation of body fluid levels	GO:BP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.044575169955171225	1	1	1
GO:0005787	signal peptidase complex	GO:CC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.025549676489243337	1	1	1
TF:M07728	Factor: grn; motif: WGATAAGN	TF	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0.02583890102585021	1	0.006860215967982656	1
