name	Lind_up	Lind_down	He_up	He_down	Bai_F_abd_up	Bai_F_abd_down	Bai_F_head_up	Bai_F_head_down	Bai_M_abd_up	Bai_M_abd_down	Bai_M_head_up	Bai_M_head_down	Det_up	Det_down	Car_up	Car_down
CG3246	0	0	0	0	0	0	0	0	0	0	0	-0,73	0	0	0	0
CG40160	0	0	0	0	0	0	0	0	0	0	0	-0,73	0	0	0	0
Sptr	0	0	0	0	0	0	0	0	0	0	0	-0,71	0	0	0	0
Galk	0	0	0	0	0	0	0	0	0	0	0	-0,71	0	0	0	0
regucalcin	0	0	0	0	0	0	0	0	0	0	0	-0,7	0,637574688	0	0,76	-1,17
CG18547	0	0	0	0	0	0	0	0	0	0	0	-0,7	0	0	0	0
CG9547	0	0	0	0	0	0	0	0	0	0	0	-0,69	0	0	0	0
babos	0	0	0	0	0	0	0	0	0	0	0	-0,69	0,428107904	0	0	0
CG32032	0	0	0	0	0	0	0	0	0	0	0	-0,68	0	0	0	0
Nepl18	0	0	0	0	0	0	0	0	0	0	0	-0,68	0	0	0	0
CG13607	0	0	0	0	0	0	0	0	0	0	0	-0,67	0	0	0	0
Tsf1	0	0	0	0	0	0	0	0	0	0	0	-0,66	0	0	0	0
CG30427	0	0	0	0	0	0	0	0	0	0	0	-0,66	0	0	0	0
apolpp	0	0	0	0	0	0	0	0	0	0	0	-0,66	0	0	0	0
AkhR	0	0	0	0	0	0	0	0	0	0	0	-0,66	0	0	0	0
Nepl21	0	0	0	0	0	0	0	0	0	0	0	-0,65	0	0	0	0
CG3829	0	0	0	0	0	0	0	0	0	0	0	-0,64	0	0	0	0
Ssadh	0	0	0	0	0	0	0	0	0	0	0	-0,63	0	0	0	0
Ilp2	0	0	0	0	0	0	0	0	0	0	0	-0,63	0	0	0	0
CG8586	0	0	0	0	0	0	0	0	0	0	0	-0,62	0	0	0	0
SCOT	0	0	0	0	0	0	0	0	0	0	0	-0,61	0	0	0	0
CG13833	0	0	0	0	0	0	0	0	0	0	0	-0,61	0,631316711	0	2,25	0
Cys	0	0	0	0	0	0	0	0	0	0	0	-0,6	0	0	0	0
Obp56g	0	0	0	0	0	0	0	0	0	0	0	-0,58	0	0	0	0
CG33080	0	0	0	0	0	0	0	0	0	0	0	-0,57	0	0	0	0
CG17292	0	0	0	0	0	0	0	0	0	0	0	-0,57	0	0	0	0
jtb	0	0	0	0	0	0	0	0	0	0	0	-0,57	0	0	0	0
CG9391	0	0	0	0	0	0	0	0	0	0	0	-0,55	0	0	0	0
CG31676	0	0	0	0	0	0	0	0	0	0	0	-0,52	0,791904386	0	0	0
Fkbp14	0	0	0	0	0	0	0	0	0	0	0	-0,52	0	0	0	0
CG14277	0	0	0	0	0	0	0	0	0	0	0	-0,52	0	0	0	0
Acsl	0	0	0	0	0	0	0	0	0	0	0	-0,49	0	0	0	0
CAH1	0	0	0	0	0	0	0	0	0	0	0	-0,49	0	0	0	0
fok	0	0	0	0	0	0	0	0	0	0	0	-0,48	0	0	0	0
RpS25	0	0	0	0	0	0	0	0	0	0	0	-0,47	0	0	0	0
Rab1	0	0	0	0	0	0	0	0	0	0	0	-0,42	0	0	0	0
mrva	0	0	0	0	0	0	0	0	0	0	0	-0,4	0	0	0	0
Lamp1	0	0	0	0	0	0	0	0	0	0	0	-0,36	0	0	0	0
Ser12	0	0	0	0	0	0	0	0	0	0	0	0	1,726044192	0	0	0
CG31681	0	0	0	0	0	0	0	0	0	0	0	0	1,591334187	0	0	0
CG43112	0	0	0	0	0	0	0	0	0	0	0	0	1,259798553	0	0	0
CG34446	0	0	0	0	0	0	0	0	0	0	0	0	1,161883273	0	0	0
asRNA:CR44035	0	0	0	0	0	0	0	0	0	0	0	0	1,102110303	0	0	0
Vha36-3	0	0	0	0	0	0	0	0	0	0	0	0	1,098246441	0	0	0
CG43074	0	0	0	0	0	0	0	0	0	0	0	0	1,07136644	0	0	0
conv	0	0	0	0	0	0	0	0	0	0	0	0	1,002779098	0	0	0
CG42562	0	0	0	0	0	0	0	0	0	0	0	0	0,994570555	0	0	0
CG30419	0	0	0	0	0	0	0	0	0	0	0	0	0,977445478	0	0	0
Had2	0	0	0	0	0	0	0	0	0	0	0	0	0,976586334	0	0	0
CG13026	0	0	0	0	0	0	0	0	0	0	0	0	0,975157116	0	0	0
serp	0	0	0	0	0	0	0	0	0	0	0	0	0,952732577	0	0	0
CG7300	0	0	0	0	0	0	0	0	0	0	0	0	0,949174221	0	0	0
CG17189	0	0	0	0	0	0	0	0	0	0	0	0	0,941205091	0	0	0
retinin	0	0	0	0	0	0	0	0	0	0	0	0	0,940052246	0	0	0
Obp19b	0	0	0	0	0	0	0	0	0	0	0	0	0,937566539	0	0	0
CG6733	0	0	0	0	0	0	0	0	0	0	0	0	0,925476987	0	0	0
AQP	0	0	0	0	0	0	0	0	0	0	0	0	0,922853915	0	0	0
CG9897	0	0	0	0	0	0	0	0	0	0	0	0	0,906380691	0	0	0
Send1	0	0	0	0	0	0	0	0	0	0	0	0	0,90351851	0	0	0
CG3348	0	0	0	0	0	0	0	0	0	0	0	0	0,901644068	0	0	0
CG7296	0	0	0	0	0	0	0	0	0	0	0	0	0,90111482	0	0	0
CG3285	0	0	0	0	0	0	0	0	0	0	0	0	0,898246093	0	0	0
CG9572	0	0	0	0	0	0	0	0	0	0	0	0	0,888235727	0	0	0
CG32277	0	0	0	0	0	0	0	0	0	0	0	0	0,882135571	0	0	0
eloF	0	0	0	0	0	0	0	0	0	0	0	0	0,879965172	0	0	0
CG31207	0	0	0	0	0	0	0	0	0	0	0	0	0,879336368	0	0	0
lectin-24Db	0	0	0	0	0	0	0	0	0	0	0	0	0,878159695	0	0	0
CG9338	0	0	0	0	0	0	0	0	0	0	0	0	0,877333292	0	0	0
CG17562	0	0	0	0	0	0	0	0	0	0	0	0	0,876903242	0	0	0
obst-E	0	0	0	0	0	0	0	0	0	0	0	0	0,8714018	0	0	0
CG33178	0	0	0	0	0	0	0	0	0	0	0	0	0,863299726	0	0	0
CG31259	0	0	0	0	0	0	0	0	0	0	0	0	0,858108991	0	0	0
CG10154	0	0	0	0	0	0	0	0	0	0	0	0	0,856829692	0	0	0
Dhc93AB	0	0	0	0	0	0	0	0	0	0	0	0	0,855978984	0	0	0
yellow-e	0	0	0	0	0	0	0	0	0	0	0	0	0,852107688	0	0	0
CG18628	0	0	0	0	0	0	0	0	0	0	0	0	0,851231555	0	0	0
CG34034	0	0	0	0	0	0	0	0	0	0	0	0	0,85079102	0	0	0
CG42780	0	0	0	0	0	0	0	0	0	0	0	0	0,844896659	0	0	0
CG14778	0	0	0	0	0	0	0	0	0	0	0	0	0,843513112	0	0	0
CG9164	0	0	0	0	0	0	0	0	0	0	0	0	0,842653489	0	0	0
CG13428	0	0	0	0	0	0	0	0	0	0	0	0	0,840370078	0	0	0
Tsp42Eo	0	0	0	0	0	0	0	0	0	0	0	0	0,839024997	0	0	0
lbm	0	0	0	0	0	0	0	0	0	0	0	0	0,838048429	0	0	0
asRNA:CR45024	0	0	0	0	0	0	0	0	0	0	0	0	0,835736031	0	0	0
CG15155	0	0	0	0	0	0	0	0	0	0	0	0	0,831707282	0	0	0
asRNA:CR46089	0	0	0	0	0	0	0	0	0	0	0	0	0,830317064	0	0	0
Fbxl7	0	0	0	0	0	0	0	0	0	0	0	0	0,829519027	0	0	0
CG7409	0	0	0	0	0	0	0	0	0	0	0	0	0,828555083	0	0	0
Ir25a	0	0	0	0	0	0	0	0	0	0	0	0	0,826946413	0	0	0
CG42361	0	0	0	0	0	0	0	0	0	0	0	0	0,826434541	0	0	0
lncRNA:CR31781	0	0	0	0	0	0	0	0	0	0	0	0	0,826310923	0	0	0
Vdup1	0	0	0	0	0	0	0	0	0	0	0	0	0,825516447	0	0	0
CG13458	0	0	0	0	0	0	0	0	0	0	0	0	0,824246002	0	0	0
CG11619	0	0	0	0	0	0	0	0	0	0	0	0	0,823668841	0	0	0
CG8854	0	0	0	0	0	0	0	0	0	0	0	0	0,821365864	0	0	0
Obp83g	0	0	0	0	0	0	0	0	0	0	0	0	0,820474939	0	0	0
asRNA:CR44021	0	0	0	0	0	0	0	0	0	0	0	0	0,820374017	0	0	0
l(2)34Fc	0	0	0	0	0	0	0	0	0	0	0	0	0,817676348	0	0	0
Tsp42En	0	0	0	0	0	0	0	0	0	0	0	0	0,807611967	0	0	0
DIP-theta	0	0	0	0	0	0	0	0	0	0	0	0	0,804835059	0	0	0
Cyp318a1	0	0	0	0	0	0	0	0	0	0	0	0	0,801270945	0	0	0
verm	0	0	0	0	0	0	0	0	0	0	0	0	0,799688553	0	0	0
CG31267	0	0	0	0	0	0	0	0	0	0	0	0	0,799261399	0	0	0
CG9459	0	0	0	0	0	0	0	0	0	0	0	0	0,795614865	0	0	0
TpnC25D	0	0	0	0	0	0	0	0	0	0	0	0	0,789017595	0	0	0
CG14153	0	0	0	0	0	0	0	0	0	0	0	0	0,78634146	0	0	0
CG8925	0	0	0	0	0	0	0	0	0	0	0	0	0,785459643	0	0	0
plh	0	0	0	0	0	0	0	0	0	0	0	0	0,783457922	0	0	0
SLC22A	0	0	0	0	0	0	0	0	0	0	0	0	0,782232851	0	0	0
asRNA:CR45831	0	0	0	0	0	0	0	0	0	0	0	0	0,780161773	0	0	0
yellow-c	0	0	0	0	0	0	0	0	0	0	0	0	0,77686663	0	0	0
tinc	0	0	0	0	0	0	0	0	0	0	0	0	0,773870273	0	0	0
NtR	0	0	0	0	0	0	0	0	0	0	0	0	0,772439545	0	0	0
CG14742	0	0	0	0	0	0	0	0	0	0	0	0	0,770912655	0	0	0
trh	0	0	0	0	0	0	0	0	0	0	0	0	0,770085101	0	0	0
Rgk3	0	0	0	0	0	0	0	0	0	0	0	0	0,767385302	0	0	0
CG30043	0	0	0	0	0	0	0	0	0	0	0	0	0,767362741	0	0	0
Tsp42Eg	0	0	0	0	0	0	0	0	0	0	0	0	0,765811816	0	0	0
CG6041	0	0	0	0	0	0	0	0	0	0	0	0	0,763971518	0	0	0
CG31189	0	0	0	0	0	0	0	0	0	0	0	0	0,759930736	0	0	0
CG3984	0	0	0	0	0	0	0	0	0	0	0	0	0,758859241	0	0	0
CG13856	0	0	0	0	0	0	0	0	0	0	0	0	0,757038647	0	0	0
CG4461	0	0	0	0	0	0	0	0	0	0	0	0	0,755293944	0	0	0
Cpr49Ah	0	0	0	0	0	0	0	0	0	0	0	0	0,746007841	0	0	0
CG13116	0	0	0	0	0	0	0	0	0	0	0	0	0,744539274	0	0	0
CG6055	0	0	0	0	0	0	0	0	0	0	0	0	0,742359302	0	0	0
b	0	0	0	0	0	0	0	0	0	0	0	0	0,740580082	0	0	0
Cpr47Ef	0	0	0	0	0	0	0	0	0	0	0	0	0,740508513	0	0	0
CG33281	0	0	0	0	0	0	0	0	0	0	0	0	0,740458618	0	0	0
CG34370	0	0	0	0	0	0	0	0	0	0	0	0	0,738013662	0	0	0
ry	0	0	0	0	0	0	0	0	0	0	0	0	0,736577682	0	0	0
Karl	0	0	0	0	0	0	0	0	0	0	0	0	0,733261665	0	0	0
Cpr47Ee	0	0	0	0	0	0	0	0	0	0	0	0	0,733068333	0	0	0
CG8908	0	0	0	0	0	0	0	0	0	0	0	0	0,732242926	0	0	0
CG7443	0	0	0	0	0	0	0	0	0	0	0	0	0,72981513	0	0	0
CG17026	0	0	0	0	0	0	0	0	0	0	0	0	0,729602868	0	0	0
CG42705	0	0	0	0	0	0	0	0	0	0	0	0	0,729048488	0	0	0
Asph	0	0	0	0	0	0	0	0	0	0	0	0	0,727710032	0	0	0
pio	0	0	0	0	0	0	0	0	0	0	0	0	0,726654097	0	0	0
CG10345	0	0	0	0	0	0	0	0	0	0	0	0	0,72547318	0	0	0
CG15629	0	0	0	0	0	0	0	0	0	0	0	0	0,72507644	0	0	0
Faa	0	0	0	0	0	0	0	0	0	0	0	0	0,722556678	0	0	0
dpy	0	0	0	0	0	0	0	0	0	0	0	0	0,721459417	0	0	0
Cyp4g15	0	0	0	0	0	0	0	0	0	0	0	0	0,721404279	0	0	0
CG8837	0	0	0	0	0	0	0	0	0	0	0	0	0,720408225	0	0	0
SPARC	0	0	0	0	0	0	0	0	0	0	0	0	0,720353797	0	0	0
SerT	0	0	0	0	0	0	0	0	0	0	0	0	0,717113602	0	0	0
NPF	0	0	0	0	0	0	0	0	0	0	0	0	0,716645994	0	0	0
CG32024	0	0	0	0	0	0	0	0	0	0	0	0	0,713127601	0	0	0
CG11029	0	0	0	0	0	0	0	0	0	0	0	0	0,711401059	0	0	0
sug	0	0	0	0	0	0	0	0	0	0	0	0	0,708749111	0	0	0
Obp57a	0	0	0	0	0	0	0	0	0	0	0	0	0,707558025	0	0	0
Mp20	0	0	0	0	0	0	0	0	0	0	0	0	0,706062854	0	0	0
kon	0	0	0	0	0	0	0	0	0	0	0	0	0,703626819	0	0	0
VGAT	0	0	0	0	0	0	0	0	0	0	0	0	0,70267316	0	0	0
CG31103	0	0	0	0	0	0	0	0	0	0	0	0	0,702590998	0	0	0
Nep7	0	0	0	0	0	0	0	0	0	0	0	0	0,701903886	0	0	0
CG32669	0	0	0	0	0	0	0	0	0	0	0	0	0,701552651	0	0	0
CG14298	0	0	0	0	0	0	0	0	0	0	0	0	0,701503873	0	0	0
CG14439	0	0	0	0	0	0	0	0	0	0	0	0	0,699991915	0	0	0
CG14259	0	0	0	0	0	0	0	0	0	0	0	0	0,698779612	0	0	0
Aplip1	0	0	0	0	0	0	0	0	0	0	0	0	0,697122495	0	0	0
dac	0	0	0	0	0	0	0	0	0	0	0	0	0,696499347	0	0	0
CG42808	0	0	0	0	0	0	0	0	0	0	0	0	0,695689202	0	0	0
Def	0	0	0	0	0	0	0	0	0	0	0	0	0,693295523	0	0	0
Stacl	0	0	0	0	0	0	0	0	0	0	0	0	0,690446855	0	0	0
CG9626	0	0	0	0	0	0	0	0	0	0	0	0	0,69030539	0	0	0
CG14109	0	0	0	0	0	0	0	0	0	0	0	0	0,689461811	0	0	0
Nepl4	0	0	0	0	0	0	0	0	0	0	0	0	0,68850155	0	0	0
CG1441	0	0	0	0	0	0	0	0	0	0	0	0	0,687080681	0	0	0
CG5023	0	0	0	0	0	0	0	0	0	0	0	0	0,686148698	0	0	0
CG10469	0	0	0	0	0	0	0	0	0	0	0	0	0,686096236	0	0	0
CG12268	0	0	0	0	0	0	0	0	0	0	0	0	0,685601018	0	0	0
CG9336	0	0	0	0	0	0	0	0	0	0	0	0	0,685580091	0	0	0
CG16904	0	0	0	0	0	0	0	0	0	0	0	0	0,684702129	0	0	0
CG31176	0	0	0	0	0	0	0	0	0	0	0	0	0,684618577	0	0	0
CG5867	0	0	0	0	0	0	0	0	0	0	0	0	0,68365432	0	0	0
CG34396	0	0	0	0	0	0	0	0	0	0	0	0	0,683609935	0	0	0
spab	0	0	0	0	0	0	0	0	0	0	0	0	0,682530733	0	0	0
Syn2	0	0	0	0	0	0	0	0	0	0	0	0	0,681049085	0	0	0
Cyp4e1	0	0	0	0	0	0	0	0	0	0	0	0	0,680873487	0	0	0
su(r)	0	0	0	0	0	0	0	0	0	0	0	0	0,679406977	0	0	0
CG43092	0	0	0	0	0	0	0	0	0	0	0	0	0,677859776	0	0	0
nAChRbeta3	0	0	0	0	0	0	0	0	0	0	0	0	0,677401607	0	0	0
CG8620	0	0	0	0	0	0	0	0	0	0	0	0	0,675331021	0	0	0
igl	0	0	0	0	0	0	0	0	0	0	0	0	0,675171074	0	0	0
Cad96Ca	0	0	0	0	0	0	0	0	0	0	0	0	0,674928758	0	0	0
Rh50	0	0	0	0	0	0	0	0	0	0	0	0	0,673724598	0	0	0
CG14022	0	0	0	0	0	0	0	0	0	0	0	0	0,672364422	0	0	0
CG11892	0	0	0	0	0	0	0	0	0	0	0	0	0,672152379	0	0	0
rdo	0	0	0	0	0	0	0	0	0	0	0	0	0,671591551	0	0	0
CG42495	0	0	0	0	0	0	0	0	0	0	0	0	0,670224412	0	0	0
CG12780	0	0	0	0	0	0	0	0	0	0	0	0	0,667084306	0	0	0
CG9427	0	0	0	0	0	0	0	0	0	0	0	0	0,666183808	0	0	0
CG10311	0	0	0	0	0	0	0	0	0	0	0	0	0,663972969	0	0	0
CG14655	0	0	0	0	0	0	0	0	0	0	0	0	0,663110657	0	0	0
CG15406	0	0	0	0	0	0	0	0	0	0	0	0	0,662546042	0	0	0
CG33054	0	0	0	0	0	0	0	0	0	0	0	0	0,659169448	0	0	0
CG43093	0	0	0	0	0	0	0	0	0	0	0	0	0,656275785	0	0	0
CG31100	0	0	0	0	0	0	0	0	0	0	0	0	0,653747144	0	0	0
GstE10	0	0	0	0	0	0	0	0	0	0	0	0	0,653269389	0	0	0
zormin	0	0	0	0	0	0	0	0	0	0	0	0	0,652796183	0	0	0
CG32195	0	0	0	0	0	0	0	0	0	0	0	0	0,649977999	0	0	0
Pcyt2	0	0	0	0	0	0	0	0	0	0	0	0	0,644662134	0	0	0
2mit	0	0	0	0	0	0	0	0	0	0	0	0	0,643615111	0	0	0
CG15546	0	0	0	0	0	0	0	0	0	0	0	0	0,643051449	0	0	0
CG31706	0	0	0	0	0	0	0	0	0	0	0	0	0,639755163	0	0	0
CG15673	0	0	0	0	0	0	0	0	0	0	0	0	0,638772327	0	0	0
Act87E	0	0	0	0	0	0	0	0	0	0	0	0	0,637408103	0	0	0
CG7497	0	0	0	0	0	0	0	0	0	0	0	0	0,634936492	0	0	0
CG42394	0	0	0	0	0	0	0	0	0	0	0	0	0,634632974	0	0	0
Npc2b	0	0	0	0	0	0	0	0	0	0	0	0	0,633109208	0	0	0
Ugt317A1	0	0	0	0	0	0	0	0	0	0	0	0	0,63096489	0	0	0
Tsp	0	0	0	0	0	0	0	0	0	0	0	0	0,630840589	0	0	0
CG42663	0	0	0	0	0	0	0	0	0	0	0	0	0,628601614	0	0	0
CG11275	0	0	0	0	0	0	0	0	0	0	0	0	0,62838617	0	0	0
unc79	0	0	0	0	0	0	0	0	0	0	0	0	0,62800903	0	0	0
Vha68-1	0	0	0	0	0	0	0	0	0	0	0	0	0,625470813	0	0	0
yellow-d	0	0	0	0	0	0	0	0	0	0	0	0	0,618486659	0	0	0
CG10126	0	0	0	0	0	0	0	0	0	0	0	0	0,614805787	0	0	0
Ca-alpha1D	0	0	0	0	0	0	0	0	0	0	0	0	0,613783264	0	0	0
CHKov1	0	0	0	0	0	0	0	0	0	0	0	0	0,613199951	0	0	0
lncRNA:CR44645	0	0	0	0	0	0	0	0	0	0	0	0	0,612022353	0	0	0
CG11044	0	0	0	0	0	0	0	0	0	0	0	0	0,611116598	0	0	0
NaPi-T	0	0	0	0	0	0	0	0	0	0	0	0	0,609294708	0	0	0
CG1607	0	0	0	0	0	0	0	0	0	0	0	0	0,608441583	0	0	0
asRNA:CR44029	0	0	0	0	0	0	0	0	0	0	0	0	0,607558428	0	0	0
sls	0	0	0	0	0	0	0	0	0	0	0	0	0,607174991	0	0	0
Obp57c	0	0	0	0	0	0	0	0	0	0	0	0	0,606247925	0	0	0
CG9628	0	0	0	0	0	0	0	0	0	0	0	0	0,604648137	0	0	0
qsm	0	0	0	0	0	0	0	0	0	0	0	0	0,602536014	0	0	0
CG9297	0	0	0	0	0	0	0	0	0	0	0	0	0,59805403	0	0	0
CG6465	0	0	0	0	0	0	0	0	0	0	0	0	0,59346102	0	0	0
Pgcl	0	0	0	0	0	0	0	0	0	0	0	0	0,593394979	0	0	0
Adk1	0	0	0	0	0	0	0	0	0	0	0	0	0,592750894	0	0	0
Fad2	0	0	0	0	0	0	0	0	0	0	0	0	0,591816934	0	0	0
CG9702	0	0	0	0	0	0	0	0	0	0	0	0	0,589863868	0	0	0
Nep1	0	0	0	0	0	0	0	0	0	0	0	0	0,587631806	0	0	0
SPR	0	0	0	0	0	0	0	0	0	0	0	0	0,587260697	0	0	0
TyrR	0	0	0	0	0	0	0	0	0	0	0	0	0,584971609	0	0	0
CG9458	0	0	0	0	0	0	0	0	0	0	0	0	0,58031493	0	0	0
CG8547	0	0	0	0	0	0	0	0	0	0	0	0	0,578794551	0	0	0
Rgk2	0	0	0	0	0	0	0	0	0	0	0	0	0,576045855	0	0	0
CAH9	0	0	0	0	0	0	0	0	0	0	0	0	0,575171959	0	0	0
Cow	0	0	0	0	0	0	0	0	0	0	0	0	0,572242199	0	0	0
CG6432	0	0	0	0	0	0	0	0	0	0	0	0	0,572011819	0	0	0
CG42319	0	0	0	0	0	0	0	0	0	0	0	0	0,571800541	0	0	0
RhoGAP100F	0	0	0	0	0	0	0	0	0	0	0	0	0,571084655	0	0	0
Adat1	0	0	0	0	0	0	0	0	0	0	0	0	0,570955593	0	0	0
CG5506	0	0	0	0	0	0	0	0	0	0	0	0	0,570274572	0	0	0
CG14275	0	0	0	0	0	0	0	0	0	0	0	0	0,569899362	0	0	0
CG11155	0	0	0	0	0	0	0	0	0	0	0	0	0,569829107	0	0	0
hebe	0	0	0	0	0	0	0	0	0	0	0	0	0,567931606	0	0	0
CG2082	0	0	0	0	0	0	0	0	0	0	0	0	0,567373754	0	0	0
ckd	0	0	0	0	0	0	0	0	0	0	0	0	0,566550794	0	0	0
CG17739	0	0	0	0	0	0	0	0	0	0	0	0	0,56486641	0	0	0
CG31199	0	0	0	0	0	0	0	0	0	0	0	0	0,561816738	0	0	0
CG33110	0	0	0	0	0	0	0	0	0	0	0	0	0,561301609	0	0	0
CG44085	0	0	0	0	0	0	0	0	0	0	0	0	0,560244303	0	0	0
olf413	0	0	0	0	0	0	0	0	0	0	0	0	0,558571779	0	0	0
CG13796	0	0	0	0	0	0	0	0	0	0	0	0	0,55817017	0	0	0
CG8500	0	0	0	0	0	0	0	0	0	0	0	0	0,553775428	0	0	0
Timp	0	0	0	0	0	0	0	0	0	0	0	0	0,551308096	0	0	0
CG30069	0	0	0	0	0	0	0	0	0	0	0	0	0,547432968	0	0	0
CG13124	0	0	0	0	0	0	0	0	0	0	0	0	0,545350866	0	0	0
CG11409	0	0	0	0	0	0	0	0	0	0	0	0	0,545037262	0	0	0
AANAT1	0	0	0	0	0	0	0	0	0	0	0	0	0,544969778	0	0	0
CG1124	0	0	0	0	0	0	0	0	0	0	0	0	0,54494517	0	0	0
LysP	0	0	0	0	0	0	0	0	0	0	0	0	0,540881994	0	0	0
CG1673	0	0	0	0	0	0	0	0	0	0	0	0	0,54010004	0	0	0
NaCP60E	0	0	0	0	0	0	0	0	0	0	0	0	0,538166178	0	0	0
bdl	0	0	0	0	0	0	0	0	0	0	0	0	0,536753603	0	0	0
CG7910	0	0	0	0	0	0	0	0	0	0	0	0	0,53649223	0	0	0
Drip	0	0	0	0	0	0	0	0	0	0	0	0	0,535960693	0	0	0
CG6310	0	0	0	0	0	0	0	0	0	0	0	0	0,522292566	0	0	0
CG10512	0	0	0	0	0	0	0	0	0	0	0	0	0,521309285	0	0	0
ND-MWFE	0	0	0	0	0	0	0	0	0	0	0	0	0,521066345	0	0	0
CG32112	0	0	0	0	0	0	0	0	0	0	0	0	0,514102071	0	0	0
Gpdh1	0	0	0	0	0	0	0	0	0	0	0	0	0,513177798	0	0	0
Cyp4g1	0	0	0	0	0	0	0	0	0	0	0	0	0,508493776	0	0	0
CG17278	0	0	0	0	0	0	0	0	0	0	0	0	0,507231838	0	0	0
htl	0	0	0	0	0	0	0	0	0	0	0	0	0,503685056	0	0	0
CG3036	0	0	0	0	0	0	0	0	0	0	0	0	0,500988213	0	0	0
CG31808	0	0	0	0	0	0	0	0	0	0	0	0	0,497910732	0	0	0
ND-B14-5B	0	0	0	0	0	0	0	0	0	0	0	0	0,495455577	0	0	0
RIC-3	0	0	0	0	0	0	0	0	0	0	0	0	0,493921145	0	0	0
CG5346	0	0	0	0	0	0	0	0	0	0	0	0	0,492130527	0	0	0
CG14777	0	0	0	0	0	0	0	0	0	0	0	0	0,490485835	0	0	0
Hacd1	0	0	0	0	0	0	0	0	0	0	0	0	0,48584765	0	0	0
Ugt36D1	0	0	0	0	0	0	0	0	0	0	0	0	0,48223155	0	0	0
CG7378	0	0	0	0	0	0	0	0	0	0	0	0	0,474820102	0	0	0
CG2017	0	0	0	0	0	0	0	0	0	0	0	0	0,469600503	0	0	0
CG5597	0	0	0	0	0	0	0	0	0	0	0	0	0,469390447	0	0	0
CG11752	0	0	0	0	0	0	0	0	0	0	0	0	0,463102913	0	0	0
egr	0	0	0	0	0	0	0	0	0	0	0	0	0,456673835	0	0	0
CG7920	0	0	0	0	0	0	0	0	0	0	0	0	0,451704471	0	0	0
CG9399	0	0	0	0	0	0	0	0	0	0	0	0	0,450184101	0	0	0
Idgf1	0	0	0	0	0	0	0	0	0	0	0	0	0,443215564	0	0	0
CG7382	0	0	0	0	0	0	0	0	0	0	0	0	0,437901646	0	0	0
ND-MLRQ	0	0	0	0	0	0	0	0	0	0	0	0	0,428441834	0	0	0
uzip	0	0	0	0	0	0	0	0	0	0	0	0	0,426255237	0	0	0
ND-B14-5A	0	0	0	0	0	0	0	0	0	0	0	0	0,421606071	0	0	0
sun	0	0	0	0	0	0	0	0	0	0	0	0	0,420683883	0	0	0
Vha14-1	0	0	0	0	0	0	0	0	0	0	0	0	0,414990121	0	0	0
Cat	0	0	0	0	0	0	0	0	0	0	0	0	0,407078521	0	0	0
CG17549	0	0	0	0	0	0	0	0	0	0	0	0	0,394976101	0	0	0
Cyp9b2	0	0	0	0	0	0	0	0	0	0	0	0	0,386588875	0	0	0
CG14818	0	0	0	0	0	0	0	0	0	0	0	0	0,384110325	0	0	0
GstE12	0	0	0	0	0	0	0	0	0	0	0	0	0,37639635	0	0	0
hdly	0	0	0	0	0	0	0	0	0	0	0	0	0,368145417	0	0	0
CG13585	0	0	0	0	0	0	0	0	0	0	0	0	0,362488147	0	0	0
CG31523	0	0	0	0	0	0	0	0	0	0	0	0	0,336827088	0	0	0
CG17508	0	0	0	0	0	0	0	0	0	0	0	0	0,321745266	0	0	0
cora	0	0	0	0	0	0	0	0	0	0	0	0	0,317195263	0	0	0
SelT	0	0	0	0	0	0	0	0	0	0	0	0	0,311936097	0	0	0
dnr1	0	0	0	0	0	0	0	0	0	0	0	0	0,30855455	0	0	0
Inos	0	0	0	0	0	0	0	0	0	0	0	0	0,287500065	0	0	0
CG1640	0	0	0	0	0	0	0	0	0	0	0	0	0,270810783	0	0	0
MSBP	0	0	0	0	0	0	0	0	0	0	0	0	0,192868459	0	0	0
CG13737	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,865054747	0	0
Tollo	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,756057069	0	0
Cp38	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,716624499	0	0
Cad74A	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,683463024	0	0
Cp36	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,6568174	0	0
CG33129	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,622232731	0	0
Zip88E	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,578567442	0	0
CR18217	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,559608129	0	0
Cht2	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,552469332	0	0
srp	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,537968553	0	0
CG11263	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,520069526	0	0
CG8607	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,513970071	0	0
CG15312	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,457403713	0	0
CG44838	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,449921948	0	0
sced	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,445230854	0	0
CG14005	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,429594366	0	0
Smr	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,424729404	0	0
